section,text
Facilities -> Flagship facility -> UPMC Shadyside campus -> UPMC Shadyside,"UPMC Shadyside is a nationally ranked, 520-bed non-profit, tertiary, teaching hospital located in the Shadyside neighborhood of Pittsburgh, Pennsylvania. UPMC Shadyside is a part of the University of Pittsburgh Medical Center (UPMC), and grouped in with the flagship UPMC Presbyterian. The hospital is near UPMC's flagship campus which houses Presbyterian and Montefiore. As the hospital is a teaching hospital, it is affiliated with University of Pittsburgh School of Medicine. The hospital has an emergency room to handle emergencies, with a rooftop helipad to transport critical patients to and from the hospital. UPMC Shadyside houses the flagship campus of the UPMC Hillman Cancer Center, a nationally ranked cancer hospital.
UPMC Shadyside is part of UPMC's flagship medical entity and is located in Pittsburgh's Shadyside neighborhood, with 520 beds and nearly 1,000 primary care physicians. Founded in as the Pittsburgh Homeopathic Hospital, it changed its name to that of the neighborhood of Shadyside on May 12, 1938. Shadyside agreed to be bought by UPMC on June 5, 1996. UPMC Shadyside is home to the Hillman Cancer Center, home of the University of Pittsburgh Cancer Institute."
Facilities -> Flagship facility -> UPMC Shadyside campus -> UPMC Hillman Cancer Center,"The UPMC Hillman Cancer Center, formerly titled the University of Pittsburgh Cancer Institute, is a National Cancer Institute designated cancer center and the flagship of the UPMC Cancer Centers network. Founded in 1985 at the University of Pittsburgh, the center is located in the Shadyside neighborhood of Pittsburgh and is connected to UPMC Shadyside via a pedestrian bridge."
Facilities -> Flagship facility -> UPMC sports medicine complexes -> UPMC Rooney Sports Complex,"The UPMC Rooney Sports Complex is a multipurpose, multisport training, sports science, and sports medical complex located along the shore of the Monongahela River in Pittsburgh and is unique in that it combines training facilities for the University of Pittsburgh football team and the Pittsburgh Steelers NFL team in one location with an academically based sports science and medicine program. The complex consists of four centers which include the Center for Sports Medicine, Sports Training Center, Indoor Training Center, and the Fitness and Conditioning Center."
Facilities -> Flagship facility -> UPMC sports medicine complexes -> UPMC Lemieux Sports Complex,"The UPMC Lemieux Sports Complex, opened in 2015 in Cranberry Township, is a 185,000 square feet (17,200 m2) contains both a comprehensive outpatient facility for UPMC Sports Medicine and the primary training facilities for the NHL's Pittsburgh Penguins, and the secondary venue for their ECHL affiliate, the Wheeling Nailers. The outpatient clinic includes orthopedic, primary care, physical therapy, concussion, imaging, and sports performance services.  The training facility includes two-full-sized ice rinks, training and locker rooms, video review facility, and executive offices."
Facilities -> Major Specialty Hospitals -> UPMC Children's Hospital of Pittsburgh,"UPMC Children's Hospital of Pittsburgh, (CHP), popularly known simply as ""Children’s"", is part of the University of Pittsburgh Medical Center, and the only hospital in Southwestern Pennsylvania dedicated solely to the care of infants, children, teens and young adults well into their 20s and beyond, generally stopping around age 26. UPMC Children's also sometimes even treats older adults that require pediatric care. Care is provided by more than 700 board-certified pediatricians and pediatric specialists. Children's also provides primary care and specialty care at over 30 locations throughout the Pittsburgh region, as well as clinical specialty services throughout western Pennsylvania at regional health care facilities. UPMC Children's Hospital of Pittsburgh was one of only eight pediatric hospitals in the United States to make U.S. News & World Report's 2010-11 Best Children's Hospitals Honor Roll and is ranked in all ten of the specialties evaluated by US News. Children's is also one of only eight children's hospitals in the United States to be named as a Leapfrog Top Hospital and was ranked sixth in the nation by Parents magazine.
UPMC Children's Hospital of Pittsburgh is a specialty hospital of UPMC, specializing in pediatrics and is located two and a half miles from UPMC Presbyterian in the Lawrenceville neighborhood of Pittsburgh. Serving as UPMC's primary pediatrics facility, it was originally located adjacent to UPMC Presbyterian in Oakland. Children's is one of four children's hospitals in the state, and its emergency department is one of only two Level I Pediatric Trauma Centers. More than 500,000 infants, children, and adolescents make trips to the hospital every year. Children's ranks in nine of the 10 pediatric subspecialties in the prestigious U.S. News & World Report annual Honor Roll of America's Best Children's Hospitals for 2018–2019.
UPMC Children's Hospital of Pittsburgh boasts 1,500,000 square feet (140,000 m2) and has 415 beds, with a 41-bed emergency department and a 36-bed pediatric intensive care unit. A ten-story research center was constructed, with seven out of the ten floors dedicated to pediatric medical research."
Facilities -> Major Specialty Hospitals -> UPMC Magee-Womens Hospital,"UPMC Magee-Womens Hospital is a UPMC specialty hospital that serves as its primary facility for women's health. Opened mainly for women on January 19, 1911, it has offered some services for men since the 1960s. The hospital is located in the Oakland neighborhood of Pittsburgh near UPMC Presbyterian, a location it has been at since its fourth year in 1915. The hospital merged with UPMC in 1999. It currently is equipped with 360 beds, an emergency room and ambulatory facilities on four floors which allows it to offer all possible services under one roof including family medicine physicians, gastroenterologists, dermatologists, rheumatologists, pulmonary specialists, orthopedists, urologists and neurologists. Magee-Womens has a staff of 2,500, of which 1,500 are medically licensed. It also operates a satellite hospital in the city's northern suburbs as part as the UPMC Passavant facility as well as 9 metro area imaging clinics. In 2011 the hospital undertook an expansion of its main facility which was completed in June, 2012. The expansion added six floors, increased the number of beds from 318 to 360 (including 14 additional intensive care rooms), and expanded the surgical and ambulatory facilities. 10,000 births are performed at Magee each year, which accounts for 45 percent of all births in Allegheny County. The hospital is built on the grounds of the home of legendary Pittsburgh political boss Christopher Magee and named in honor of his mother, Elizabeth Steel Magee."
Facilities -> Major Specialty Hospitals -> UPMC Western Psychiatric Hospital,"UPMC Western Psychiatric Hospital is one of the nation's largest and most renowned university-affiliated psychiatric hospitals and serves as UPMC's primary psychiatric facility.  For more than 60 years, UPMC Western Psychiatric Hospital has been a national leader in providing best practice, research-based care and a broad array of innovative psychiatric and addiction services for children, adolescents, adults, and seniors at every stage of their recovery.
Located adjacent to UPMC Presbyterian Hospital in Thomas Detre Hall on O'Hara Street in the Oakland section of Pittsburgh, and connected to UPMC Presbyterian Hospital by a tunnel, Western Psychiatric houses the University of Pittsburgh School of Medicine's Department of Psychiatry and serves as a main teaching hospital for psychiatry, psychology, and social work trainees. With nearly 400 inpatient psychiatric beds and more than 50 ambulatory programs, it is one of the largest behavioral health care providers affiliated with an academic medical center in the country.
A fatal shooting incident occurred at Western Psychiatric's Thomas Detre Hall on March 8, 2012. 30-year-old John Shick, a Carleton College alumnus and  former Duquesne University biology graduate student, entered the building at 1:42 p.m. with two semiautomatic handguns and shot six people in the first-floor lobby. Michael Schaab, 25, a Western Psychiatric therapist, was killed. University of Pittsburgh police arrived just after 2 p.m. and engaged Shick in a gun battle, eventually killing him. Seven people, including Pitt police officers, were injured and two, including the shooter, were killed during the incident. Shick was reported to have a history of mental illness and had behaved erratically in the weeks before the shooting. Handwritten messages complaining about his medical treatment and the evils of ""corporate America,"" floor plans and blueprints of Thomas Detre Hall, and supplies for making Molotov cocktails were found in his apartment after the shooting."
Facilities -> Major Specialty Hospitals -> Future specialty hospitals,"In 2018, UPMC announced it would be constructing 3 additional specialty hospitals in Pittsburgh: a vision hospital set to open adjacent to UPMC Mercy, a 180-bed cancer hospital set to open adjacent to UPMC Shadyside, and a 620-bed heart and transplant specialty hospital set to open adjacent to UPMC Presbyterian.  The UPMC Vision Institute opened in the 9-story UPMC Mercy Pavilion in April 2023. A 17-story specialty medicine tower adjacent to UPMC Presbyterian broke ground in June 2022 and is targeted to open in 2026."
Facilities -> Tertiary hospitals -> UPMC Mercy -> UPMC Mercy South Side Outpatient Center,"The UPMC Mercy South Side Outpatient Center, formerly UPMC South Side hospital, is a 209,000-square-foot (19,400 m2) urgent care and outpatient facility serving the South Side neighborhood of Pittsburgh. It is one of several UPMC outpatient medical facilities serving various communities throughout the region."
Facilities -> Tertiary hospitals -> UPMC Altoona,"UPMC Altoona, located in Altoona, Pennsylvania, is a 361-bed, non-profit, private community hospital system that contains more than 20 affiliated health care companies and functions as the regional referral center and tertiary hub of UPMC in west central Pennsylvania."
Facilities -> Tertiary hospitals -> UPMC Hamot -> Magee-Womens Hospital - UPMC Hamot Campus,"UPMC Hamot Women's Hospital is a five-story, 165,000 square-foot, 93-bed stand-alone hospital that opened in 2011. The hospital houses obstetrics, neonatology, and gynecology specialities of UPMC Hamot and includes a Level III neonatal intensive care unit. As of October 2013, it also houses the Pediatrics wing of UPMC Hamot."
Facilities -> Tertiary hospitals -> UPMC Hamot -> UPMC Kane,"UPMC Kane, formerly known as Kane Community Hospital, is a 31-bed acute care hospital located in Kane, Pennsylvania, that became an affiliate of UPMC Hamot in November, 2009. UPMC Kane was fully integrated into the UPMC network on April 1, 2017, and functions as a direct subsidiary of UPMC Hamot."
Facilities -> Tertiary hospitals -> UPMC Passavant,"UPMC Passavant is UPMC's tertiary care hospital of Pittsburgh's northern suburbs that consist of two campuses, one in McCandless and another in Cranberry Township with a combined 423 beds. Founded by Lutherans in 1849, Passavant was the first Protestant hospital built in the United States. In 1964, Passavant moved from the City of Pittsburgh to its location in McCandless to serve the communities of northern Allegheny and southern Butler counties. Passavant merged with UPMC in 1997 and in 2002, as part of UPMC's acquisition of St. Francis Medical Center for the conversion of its flagship facility into the new Children's Hospital of Pittsburgh, UPMC converted St. Francis' hospital in Cranberry into a satellite campus of UPMC Passavant. In 2010, a seven-story 188,000 square foot patient pavilion was opened on the McCandless campus bringing total beds there to 399."
Facilities -> Tertiary hospitals -> UPMC Harrisburg,"UPMC Harrisburg is a 409-bed urban, teaching hospital in Harrisburg, Pennsylvania, serving as the primary referral hospital for the UPMC Central PA system which comprises seven hospitals and additional clinics serving south central and southeastern Pennsylvania."
Facilities -> Tertiary hospitals -> UPMC Susquehanna Williamsport,"UPMC Susquehanna Williamsport is a 224-bed tertiary hospital in Williamsport, Pennsylvania, serving as the primary referral hospital of the six hospital UPMC Susquehanna system serving north central Pennsylvania."
Facilities -> Acute care/community hospitals,"UPMC operates the following acute care community hospitals dedicated to specific missions within their particular communities.

UPMC Bedford, located in Everett, Pennsylvania.
UPMC Chautauqua, located in  Jamestown, New York, is a 317-bed hospital that was originally charted in 1885. It is the only domestic hospital located outside of Pennsylvania to become part of the UPMC system.
UPMC East, a $250 million full-service, 155-bed hospital that opened in Monroeville, Pennsylvania, in July, 2012.
UPMC Horizon, which consists of the Greenville and Shenango Valley campuses.
UPMC Jameson, located in New Castle, Pennsylvania.
UPMC McKeesport, located in McKeesport, Pennsylvania.
UPMC Northwest, located in Seneca, Pennsylvania.
UPMC St. Margaret, a 248-bed acute care and teaching hospital in the northeast corner of Pittsburgh, near Aspinwall, PA, serving the residents of northeastern Allegheny County and the Alle-Kiski Valley.
UPMC Central Pa which comprises seven hospitals, including its tertiary flagship UPMC Harrisburg, serves South Central Pennsylvania, operates the following seven community hospitals:
UPMC Carlisle located in Carlisle, Pennsylvania
UPMC Hanover located in Hanover, Pennsylvania
UPMC Lititz located in Lititz, Pennsylvania
UPMC Memorial located in York, Pennsylvania
UPMC Community Osteopathic located in Harrisburg, Pennsylvania
UPMC West Shore located in Mechanicsburg, Pennsylvania
UPMC Somerset, a 111-bed, general acute care community hospital located in Somerset, Pennsylvania
UPMC Susquehanna which comprises five hospitals, including its tertiary flagship UPMC Williamsport, operates the additional four community hospitals in north central Pennsylvania and one outpatient emergency center:
UPMC Cole located in Coudersport, Pennsylvania
UPMC Lock Haven (outpatient emergency center) located in Lock Haven, Pennsylvania
UPMC Muncy located in Muncy, Pennsylvania
UPMC Wellsboro located in Wellsboro, Pennsylvania
UPMC Williamsport Divine Providence Campus located in Williamsport, Pennsylvania
UPMC Washington, a 244-bed hospital located in Washington, Pennsylvania
UPMC Greene, a 23-bed hospital of the former Washington Health System located in Waynesburg, Pennsylvania
UPMC Western Maryland, a 200-bed hospital located in Cumberland, Maryland"
Facilities -> International hospitals and facilities -> ISMETT,"The Mediterranean Institute for Transplantation and Advanced Specialized Therapies (Istituto Mediterraneo per i Trapianti e Terapie ad Alta Specializzazione, or ISMETT) is located in Palermo, Italy, and serves the region of Sicily and the Mediterranean as a hospital designed exclusively for transplants and treatment of end-stage organ failure. ISMETT is a joint public-private partnership between the Region of Sicily, through Civico and Cervello hospitals in Palermo, and UPMC, which manages and operates the facility. It is also a center for research in regenerative medicine and various international collaborations including the University of Pittsburgh's and UPMC's McGowan Institute for Regenerative Medicine."
Facilities -> International hospitals and facilities -> UPMC Kildare,"UPMC Kildare Hospital is a 39-bed private hospital located in County Kildare, Ireland (founded in 1985 as Clane General Hospital). UPMC acquired the hospital in November 2019 in partnership with the Institute of Eye Surgery."
Facilities -> International hospitals and facilities -> UPMC Whitfield,"UPMC Whitfield is an 80-bed private hospital located in Waterford, Ireland.  UPMC, which had operated a cancer center at the hospital since 2006, acquired the hospital on May 24, 2018."
Facilities -> International hospitals and facilities -> UPMC Salvator Mundi,"UPMC Salvator Mundi International Hospital 75-bed private hospital in Rome, Italy, that is jointly owned by UPMC and Rome International Hospital Management Srl. UPMC owns a 50% stake in the hospital and leads its medical operations including having responsibility for selecting its medical director and chief operating officer."
Facilities -> Former hospitals,"Former UPMC hospitals include UPMC Sunbury in Sunbury, Pennsylvania (2017-2020) which was closed and services integrated into other nearby facilities; UPMC Beacon Hospital in Dublin, Ireland (2009 to 2014) which was acquired by Irish businessman Denis O'Brien; UPMC Braddock in Braddock, Pennsylvania (1996 to 2010) which was closed; UPMC South Side hospital in Pittsburgh (1996 to 2009) which was merged with UPMC Mercy and converted into UPMC Mercy South Side Outpatient Center; UPMC Lee Regional in Johnstown, Pennsylvania (1998 to 2005) which was sold to Conemaugh Health System; and UPMC Beaver Valley in Aliquippa, Pennsylvania (1996 to 2001) which was transferred back to its community board and subsequently closed. UPMC Pinnacle Lancaster, formerly St. Joseph's hospital in Lancaster, Pennsylvania, closed on February 28, 2019, and its services were consolidated into UPMC Pinnacle Lititz."
Community engagement -> Center for Biosecurity at UPMC,"The Center for Biosecurity at UPMC (CBUPMC) is led by Thomas V. Inglesby, MD. Their mandate is to conduct ""independent research, analysis, and nonpartisan policy recommendations"" to serve as ""resources for decision makers who are responsible for strengthening US planning, response, and resilience to catastrophic events."""
