section,text
History -> Operation -> Early years,"When Penn Station opened, it had a capacity of 144 trains per hour on its 21 tracks and 11 platforms. At the start of operations, there were 1,000 trains scheduled every weekday: of these, 600 were LIRR trains, while the other 400 were PRR trains. The commuting times of LIRR riders were cut by up to a half-hour. The station was so heavily used that the PRR soon added 51 trains to its daily schedule. The station also served New Haven trains to Westchester County and Connecticut after the Hell Gate Bridge opened in 1917.  During half a century of operation, many intercity passenger trains arrived and departed daily to Chicago and St. Louis, where passengers could make connections to other railroads. Along with Long Island Rail Road trains, Penn Station saw trains of the New Haven and the Lehigh Valley Railroads. A side effect of the tunneling project was to open the city up to the suburbs, and, within 10 years of opening, two-thirds of the daily passengers coming through Penn Station were commuters. Richard Guy Wilson wrote that ""in catching or meeting a train at Pennsylvania Station one became part of a pageant"".
The station put the Pennsylvania Railroad at a comparative advantage to its competitors offering service to the west and south. The Baltimore & Ohio (B&O), Central of New Jersey (CNJ), Erie, and the Lackawanna railroads began their routes at terminals in New Jersey, requiring travelers bound for New York City to use ferries or the interstate Hudson and Manhattan Railroad to traverse the Hudson River. During World War I and the early 1920s, the rival B&O passenger trains to Washington, D.C., Chicago, and St. Louis also used Penn Station, initially by order of the United States Railroad Administration, until the Pennsylvania Railroad terminated the B&O's access in 1926. Atypically for a public building, Penn Station was well maintained during its heyday. Such was the station's status that whenever the President of the United States arrived in New York by rail, he would arrive and depart on tracks 11 and 12. Royalty and leaders of other countries also traveled via Penn Station.

Over the next few decades, alterations were made to Penn Station to increase its capacity. The LIRR concourse, waiting room, amenities and platforms were expanded. Connections were provided to the New York City Subway stations at Seventh Avenue and Eighth Avenue. The electrification of Penn Station was initially third rail, which provided 600 volts of direct current. It was later changed to 11,000-volt alternating current overhead catenary when electrification of PRR's mainline was extended to Washington, D.C., in the early 1930s. The expansion of electrification also allowed the PRR to begin running electric-powered commuter trains from Trenton via Newark starting in 1933; previously, steam-powered commuter trains continued to originate and terminate at Exchange Place. By 1935, Penn Station had served over a billion passengers.
A Greyhound Lines bus terminal was built to the north of Penn Station, facing 34th Street, in 1935. However, within a decade, the bus terminal had gone into decline, and was frequented by low-level criminals and the homeless. The Greyhound bus terminal soon saw competition from the Port Authority Bus Terminal, located seven blocks north of Penn Station. Opened in 1950, it was intended to consolidate bus service. Greyhound resisted for almost a decade afterward, but by 1962 it had closed the Penn Station bus terminal and moved to the Port Authority Bus Terminal."
History -> Operation -> Decline,"The station was busiest during World War II: in 1945, more than 100 million passengers traveled through Penn Station. The station's decline came soon afterward with the beginning of the Jet Age and the construction of the Interstate Highway System. The PRR recorded its first-ever annual operating losses in 1947, and intercity rail passenger volumes continued to decline dramatically over the next decade. By the 1950s, its ornate pink granite exterior had become coated with grime. During the decade, the PRR relied increasingly on real estate to keep it profitable.
A renovation in the late 1950s covered some of the grand columns with plastic and blocked off the spacious central hallway with the ""Clamshell"", a new ticket office designed by Lester C. Tichy. Architectural critic Lewis Mumford wrote in The New Yorker in 1958 that ""nothing further that could be done to the station could damage it"". Advertisements surrounded the station's Seventh Avenue concourse, while stores and restaurants were crammed around the Eighth Avenue side's mezzanine. A layer of dirt covered the interior and exterior of the structure, and the pink granite was stained with gray. Another architectural critic, Ada Louise Huxtable, wrote in The New York Times in 1963: ""The tragedy is that our own times not only could not produce such a building, but cannot even maintain it."""
History -> Demolition -> Impact,"Although the demolition of the head house was justified as progressive at a time of declining rail passenger service, it also created international outrage. One of the most outspoken critics was Huxtable, who published numerous editorials in The New York Times decrying the demolition of the station. As the dismantling of the structure began, The New York Times' editorial board wrote, ""Until the first blow fell, no one was convinced that Penn Station really would be demolished, or that New York would permit this monumental act of vandalism against one of the largest and finest landmarks of its age of Roman elegance."" New York Times reporter Eddie Hausner's photograph of the sculpture Day by Adolph Alexander Weinman, lying in a landfill in the New Jersey Meadowlands, inspired New Jersey Conservation and Economic Development Commissioner Robert A. Roe to salvage some of the head house's sculptures. New York Times architecture critic Michael Kimmelman compared the demolition of the head house unfavorably to that of Lenox Library, destroyed to make way for the Frick Collection, or the old Waldorf–Astoria, razed for the construction of the Empire State Building. He claimed that it broke a long tradition of New Yorkers accepting that ""what replaced a beloved building would be as good or better.""
The controversy over the original head house's demolition is cited as a catalyst for the architectural preservation movement in the United States, particularly in New York City. In 1965, two years after Penn Station's demolition commenced, the city passed a landmarks preservation act, thereby creating the New York City Landmarks Preservation Commission (LPC). New York City's other major railroad station, Grand Central Terminal, was also proposed for demolition in 1968 by its owner, Penn Central. Grand Central Terminal was ultimately preserved by the LPC, despite an unsuccessful challenge from Penn Central in 1978."
History -> Present day,"The replacement Penn Station was built underneath Madison Square Garden at 33rd Street and Two Penn Plaza. The station spans three levels, with the concourses on the upper two levels and the train platforms on the lowest level. The two levels of concourses, while original to the 1910 station, were renovated extensively during the construction of Madison Square Garden and expanded in subsequent decades.  The tracks and platforms are also largely original, except for newer track connections to the West Side Rail Yard and the Amtrak Empire Corridor serving Albany and Buffalo. The station is arranged into separate concourses for Amtrak, NJ Transit (which operates the former PRR commuter lines from New Jersey), and the LIRR. 
General reception of the replacement station has been largely negative. Comparing the new and old stations, Yale architectural historian Vincent Scully once wrote, ""One entered the city like a god; one scuttles in now like a rat."" Despite having undergone improvements since the 1960s, Penn Station is criticized as a low-ceilinged ""catacomb"" lacking charm, especially when compared to the larger and more ornate Grand Central Terminal. The New York Times, in a November 2007 editorial supporting development of an enlarged railroad station, said that ""Amtrak's beleaguered customers ... now scurry through underground rooms bereft of light or character.""
Times transit reporter Michael M. Grynbaum wrote that Penn Station was ""the ugly stepchild of the city's two great rail terminals."" Along similar lines, Michael Kimmelman wrote in 2019 that while downsizing Penn Station and moving it underground may have made a modicum of sense at the time, in hindsight it was a sign that New York was ""disdainful of its gloried architectural past."" He also claimed that the remodeled station is not commensurate with its status as the main rail gateway to New York.
The General Post Office, directly west of the station, remained largely intact through the 20th century; the LPC had designated the post office as one of the city's earliest landmarks in 1966. In the early 1990s, U.S. Senator Daniel Patrick Moynihan began promoting a plan to build a replica of the historic Penn Station, since he had shined shoes in the original station during the Great Depression. He proposed erecting it in the nearby Farley Post Office building. The project, later renamed ""Moynihan Train Hall"", was split into two phases. The West End Concourse, opened in the eastern part of the former post office in June 2017. The second phase, an expansion of Penn Station's facilities into parts of the post office building, opened in January 2021."
Surviving elements -> Ornaments and art -> Eagles,"Of the 22 eagle sculptures around the station exterior, the locations of all 14 larger, freestanding eagles are known. Three remain in New York City: two at Penn Plaza along Seventh Avenue flanking the main entrance, and one at Cooper Union, Adolph Weinman's alma mater. Cooper Union's eagle had been located in the courtyard of the Albert Nerken School of Engineering at 51 Astor Place, but was relocated in the summer of 2009, along with the engineering school, to a new academic building at 41 Cooper Square. This eagle is no longer visible from the street, as it is located on the building's eighth-floor green roof.
Three eagles are on Long Island: two at the United States Merchant Marine Academy in Kings Point, and one at the LIRR station in Hicksville, New York. Four reside on the Market Street Bridge in Philadelphia, Pennsylvania, across from that city's 30th Street Station. There are also individual eagles at four locations. One is positioned near the end zone at the football field of Hampden-Sydney College near Farmville, Virginia. Another is located on the grounds of the National Zoo in Washington, D.C. The other individual eagles are located in Vinalhaven, Maine, as well as at the Valley Forge Military Academy in Valley Forge, Pennsylvania.
Of the eight smaller eagles, which surrounded the four Day and Night sculptures, four are accounted for. Two are located at the entrance to Skylands in Ringwood, New Jersey. The other two are part of the Eagle Scout Memorial Fountain in Kansas City, Missouri. The family of Albert Fritsch, a PRR mechanic, owns a fragment of another eagle."
Surviving elements -> Ornaments and art -> Day and Night sculptures,"Three pairs of the Day and Night sculptures have been located. One of the four Day and Night sculptures still survives fully intact at Kansas City's Eagle Scout Memorial Fountain. A Night sculpture was moved to the sculpture garden at the Brooklyn Museum. The other pairs of Day and Night sculptures were discarded in the Meadowlands. One of these pairs, recovered by Robert A. Roe, was stored at Ringwood State Park in Passaic County, New Jersey.
In the late 1990s, NJ Transit wanted to install the sculptures at Newark Broad Street station. However, this did not happen, and a writer for the website Untapped Cities found the sculpture pair in a Newark parking lot in mid-2017. Another Day sculpture was found in 1998 at the Con-Agg Recycling Corporation plant in the Bronx; the damaged sculpture had been stored at the recycling plant since at least the mid-1990s."
Surviving elements -> Ornaments and art -> Other artifacts,"The Brooklyn Museum also owns part of one of the station's Iconic columns as well as some plaques from the station. The largest piece of the station that is known to had been salvaged, a 35-foot (11 m) Doric column, was transported upstate to Woodridge, New York, c. 1963. The Doric column had been intended for an unbuilt college in Woodridge, the Verrazano College. However, the column remained in Woodridge once plans for the college were canceled, since it was very unwieldy to bring the column back downstate. In addition, eighteen of the station's 84 columns were supposed to be placed in Battery Park in Lower Manhattan. However, the columns were dumped in a landfill in New Jersey instead.
The statue of Samuel Rea still exists and is located outside the modern Penn Station entrance on Seventh Avenue. Six bronze torchères from the waiting room were reinstalled in front of the Cathedral of St. John the Divine when the station building was demolished. By the 1990s, these lampposts had been moved to the cathedral's crypt due to deterioration."
Surviving elements -> Layout features,"Other small architectural details remain in the station. Some of the original staircases to platform level, with brass and iron handrails, still exist, though others have been replaced with escalators. The original cast iron partition that separates the Long Island Rail Road waiting area on the lower concourse was uncovered during renovations in 1994. Original granite becomes exposed every so often in heavily trafficked corridors where modern flooring has worn, and the modern waiting areas and ticket booths occupy roughly the same spaces as the original 1910 configuration. Vestiges of the northern entrance carriageway also exist. The modern station still maintains the structural underpinnings of the original station. From platform level, glass vault lights can still be seen embedded within the ceiling (the floor of the lower concourse) that once let light pass through the concourse from the glass ceilings of the original train shed."
Surviving elements -> Penn Station Services Building,"The Penn Station Services Building, located just south of the station at 242 West 31st Street between Seventh and Eighth avenues, was constructed in 1908 to provide electricity and heat for the station. The building measures 160 feet (49 m) long by 86 feet (26 m) tall, with a pink granite facade in the Roman Doric style, and was designed by McKim, Mead and White. A wall runs from north to south, bisecting the building, with power-generating boilers west of the wall and power distributing equipment and offices to the east.
The structure survived the demolition of the main station building, but was downgraded so that it only provided compressed air for the switches in the interlockings under the station. In January 2020, a southward expansion of Pennsylvania Station, to be called Penn South, was proposed. The proposal would expand the track area south to West 30th Street and require demolition of the entire block upon which the building is located."
In media,"The original Pennsylvania Station has been featured in several works of media. For instance, Rouben Mamoulian's 1929 film Applause depicted the station in a scene between the main character and her daughter. Several scenes in the 1945 film The Clock also take place in Pennsylvania Station, though they were shot on MGM Stage 27 due to World War II cost constraints. By contrast, the 1951 Alfred Hitchcock film Strangers on a Train, which has a chase scene in Pennsylvania Station, was filmed on site. The glass concourse is also shown in the opening and ending scenes of Stanley Kubrick's 1955 noir film Killer's Kiss.
After Pennsylvania Station was demolished, it was recreated for a scene in the 2019 film Motherless Brooklyn.  Visual effects were combined with an actual set and actors in period costume, although the version shown reflects its more pristine image in the 1920s and 1930s rather than its more dilapidated condition by the film's 1957 setting."
Gallery,
