text,file_name,contextual_chunk
"{'date': 'Jan 20, 2024 | 12:00 pm - 2:00 pm', 'description': ""It's time to DRAG into 2024 with some of Pittsburgh's fierce drag queens."", 'category': 'Entertainment', 'venue': 'Greer Cabaret Theater 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'Add ""more drag!"" to your list of New Year\'s resolutions! Drag diva Calipso and Miss Tri-State All-Star Newcomer Wanda Bread will take you on a drag experience to kick-off 2024; hosted by Pittsburgh\'s First Lady of Drag, Kierra Darshell. Now you know the assignment, so get your tickets, get dressed up, and enjoy a Saturday Drag Brunch in the newly renovated Greer Cabaret Theater! Please note: Food and beverage is not included in the show ticket', 'event_name': 'New Year, New DRAG Brunch'}",combined_events,A New Year's Drag Brunch event featuring Pittsburgh's drag queens at the Greer Cabaret Theater.
"{'date': 'Jan 20, 2024 - Jan 21, 2024', 'description': 'Get ready to fight a dragon, swim with merpeople, and find out just who put Harry’s name in the Goblet of Fire™! For the first time ever, audiences can rediscover the magic of Harry Potter and the Goblet of Fire™ while a live symphony orchestra performs Patrick Doyle’s unforgettable score.', 'category': 'Entertainment,, Film & Movies,, Music', 'venue': 'Heinz Hall 600 Penn Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Harry Potter and the Goblet of Fire in Concert'}",combined_events,"A concert featuring the live symphony orchestra performing Patrick Doyle's score from the Harry Potter film ""Goblet of Fire"" at Heinz Hall in Pittsburgh."
"{'date': 'Jan 20, 2024 | 1:00 pm - 2:00 pm', 'description': 'Attack’s arts education programs connect with students through the power of creative play.', 'category': 'Arts + Culture,, Family,, Workshops & Classes', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Attack Theatre Dance Company: Dance Workshop'}",combined_events,Attack Theatre Dance Company hosts a dance workshop at the Carnegie Library Pittsburgh.
"{'date': 'Jan 20, 2024 | 2:00 pm - 3:00 pm', 'description': 'This multi-media adventure mixes classic story telling with projected illustrations to tell the story of Buck, the magnificent cross-bred offspring of a St. Bernard and Scottish Collie.', 'category': 'Arts + Culture,, Entertainment,, Music', 'venue': 'Byham Theater 101 6th St Pittsburgh, PA 15222', 'more_details': 'Kidnapped from his lavish life on a California estate and sent to work as a sled dog during the great Klondike Gold Rush, Buck fights to survive and becomes the most famous dog in the whole history of the northland.', 'event_name': 'Call of the Wild: Illustrated Edition'}",combined_events,"A multimedia adventure telling the story of Buck, a sled dog from the Klondike Gold Rush."
"{'date': 'Jan 20, 2024 | 8:00 pm - 10:00 pm', 'description': 'The Bald and the Beautiful with Trixie Mattel and Katya Zamo features a pair of grizzled gay ghouls exploring the cultural boundaries of modern beauty through interviews with gorgeous guests who inhabit various facets of the beauty industry.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': ""From models, moguls, influencers, drag queens, RuPaul's Drag Race contestants to adult performers, actors, and more, Trixie and Katya break down the beauty behind it all."", 'event_name': 'The Bald and the Beautiful'}",combined_events,A documentary featuring interviews with diverse beauty industry guests exploring modern beauty standards.
"{'date': 'Jan 20, 2024 - Jan 21, 2024 | 7:30 pm - 9:30 pm', 'description': 'An Evening of Uncanny Entertainment to Benefit Vigilance Theater Group', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Join Vigilance Theater Group for an evening of uncanny entertainment to benefit our upcoming productions! Enjoy live music, stand-up comedy, sketch, burlesque and more, including an exclusive first look at our original immersive production, ""Hide,"" and arrive early for pre-show entertainment, fabulous auction items and more! (All guests must be 18 years of age.)', 'event_name': 'The Third Vigilance Cabaret'}",combined_events,"An evening of uncanny entertainment benefiting Vigilance Theater Group, featuring live music, stand-up comedy, and an exclusive preview of their immersive production."
"{'date': 'Jan 19, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop.', 'event_name': 'Laser Cutting 101'}",combined_events,A family-friendly workshop teaching laser cutting and etching at the Fab Lab Carnegie Science Center.
"{'date': 'Feb 16, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop.', 'event_name': 'Laser Cutting 101'}",combined_events,A family-friendly workshop teaching laser cutting and etching at the Fab Lab Carnegie Science Center.
"{'date': 'Apr 19, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Family,, Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop. Please note: Tickets are being sold up to four weeks in advance.', 'event_name': 'Laser Cutting 101'}",combined_events,A family-friendly workshop teaching laser cutting and etching at the Fab Lab Carnegie Science Center.
"{'date': 'May 17, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop. Please note: Tickets are being sold up to four weeks in advance.', 'event_name': 'Laser Cutting 101'}",combined_events,A beginner's workshop to learn how to use a 40W laser cutter at Fab Lab Carnegie Science Center.
"{'date': 'Jun 21, 2024 | 5:00 pm - 7:00 pm', 'description': 'Learn to use the 40W laser at Fab Lab Carnegie Science Center to safely cut and etch your own designs!', 'category': 'Workshops & Classes', 'venue': 'Carnegie Science Center 1 Allegheny Ave Pittsburgh, PA 15212', 'more_details': 'This introductory class is required in order to use the laser cutter during any Fab Lab Open Workshop (FLOW). Workshop is open to ages 8 and up. Children 12 and under must be accompanied by an adult who also registers for the workshop. Please note: Tickets are being sold up to four weeks in advance. ', 'event_name': 'Laser Cutting 101'}",combined_events,A 101 workshop to learn how to use a 40W laser cutter at Fab Lab Carnegie Science Center.
"{'date': 'Jan 19, 2024 | 7:00 pm - 8:30 pm', 'description': 'Arcade Comedy Theater presents the House Team Hot Spot – a show featuring a rotating set of our very own improv comedy teams.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Each performance features three house teams jumping into the hot spot and bringing their unique brand of comedy. See dynamic short-form games with plenty of opportunities for the audience to get involved; kick back and watch a full long-form improv set unfold based on a single suggestion. All of it adds up to a unique night of live comedy that burns bright for 75 minutes!', 'event_name': 'House Team Hot Spot'}",combined_events,House Team Hot Spot is an improv comedy show at Arcade Comedy Theater featuring rotating teams performing short-form and long-form games.
"{'date': 'Feb 16, 2024 | 7:00 pm - 8:30 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'House Team Hot Spot'}",combined_events,"A comedy event at Arcade Comedy Theater on February 16, 2024."
"{'date': 'Feb 3, 2024 - Feb 2, 2024 | 7:00 pm - 8:30 pm', 'description': 'Arcade Comedy Theater presents the House Team Hot Spot, a show featuring a rotating set of our very own improv comedy teams.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'House Team Hot Spot'}",combined_events,House Team Hot Spot is an improv comedy show at Arcade Comedy Theater featuring rotating teams.
"{'date': 'Mar 15, 2024 | 7:00 pm - 8:30 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'House Team Hot Spot'}",combined_events,"A comedy event at Arcade Comedy Theater on March 15, 2024."
"{'date': 'Mar 1, 2024 | 7:00 pm - 8:30 pm', 'description': 'Arcade Comedy Theater presents the House Team Hot Spot — a show featuring a rotating set of our very own improv comedy teams.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Each performance features three house teams jumping into the hot spot and bringing their unique brand of comedy. See dynamic short-form games with plenty of opportunities for the audience to get involved; kick back and watch a full long-form improv set unfold based on a single suggestion. All of it adds up to a unique night of live comedy that burns bright for 75 minutes! Hosted by Jennifer Holz', 'event_name': 'House Team Hot Spot'}",combined_events,House Team Hot Spot is an improv comedy show at Arcade Comedy Theater featuring rotating teams performing short-form and long-form games.
"{'date': 'Apr 19, 2024 | 7:00 pm - 8:30 pm', 'description': 'Arcade Comedy Theater presents the House Team Hot Spot a show featuring a rotating set of our very own improv comedy teams.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Each performance features three house teams jumping into the hot spot and bringing their unique brand of comedy. See dynamic short-form games with plenty of opportunities for the audience to get involved; kick back and watch a full long-form improv set unfold based on a single suggestion. All of it adds up to a unique night of live comedy that burns bright for 75 minutes!', 'event_name': 'House Team Hot Spot'}",combined_events,House Team Hot Spot is an improv comedy show at Arcade Comedy Theater featuring rotating teams performing short-form and long-form games.
"{'date': 'Apr 5, 2024 | 7:00 pm - 8:30 pm', 'description': '', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'House Team Hot Spot'}",combined_events,"A comedy event at Arcade Comedy Theater on April 5, 2024."
"{'date': 'May 3, 2024 | 7:00 pm - 8:30 pm', 'description': 'Arcade Comedy Theater presents the House Team Hot Spot a show featuring a rotating set of our very own improv comedy teams.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'This special performance is a MIX EM UP that takes all of our house team members and sorts them into exciting new teams that exist for one night only. All of it adds up to a unique night of live comedy that burns bright for 75 minutes!', 'event_name': 'House Team Hot Spot'}",combined_events,House Team Hot Spot is a special live comedy show featuring rotating improv comedy teams at Arcade Comedy Theater.
"{'date': 'Oct 25, 2024 | 7:00 pm - 9:00 pm', 'description': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches. Come see why these performers are the heartbeat of Pittsburgh’s comedy scene as they turn your wild suggestions into unforgettable moments of pure comedic gold. Don’t miss out on the laughs—grab your tickets now and fill your Friday with fiery fun!', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'House Team Hot Spot'}",combined_events,"House Team Hot Spot at Arcade Comedy Theater on Fridays, featuring spontaneous comedy and audience participation."
"{'date': 'Oct 18, 2024 | 7:00 pm - 9:00 pm', 'description': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches. Come see why these performers are the heartbeat of Pittsburgh’s comedy scene as they turn your wild suggestions into unforgettable moments of pure comedic gold. Don’t miss out on the laughs—grab your tickets now and fill your Friday with fiery fun!', 'event_name': 'House Team Hot Spot'}",combined_events,"House Team Hot Spot at Arcade Comedy Theater on Fridays, featuring spontaneous humor and quick-witted banter."
"{'date': 'Oct 11, 2024 | 7:00 pm - 9:00 pm', 'description': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches. Come see why these performers are the heartbeat of Pittsburgh’s comedy scene as they turn your wild suggestions into unforgettable moments of pure comedic gold. Don’t miss out on the laughs—grab your tickets now and fill your Friday with fiery fun!', 'event_name': 'House Team Hot Spot'}",combined_events,"House Team Hot Spot at Arcade Comedy Theater on Fridays, featuring spontaneous humor and quick-witted banter."
"{'date': 'Oct 4, 2024 | 7:00 pm - 9:00 pm', 'description': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Ignite your Friday nights at 7 pm with Arcade Comedy Theater’s House Team Hot Spot! Our talented house teams will light up the stage with spontaneous hilarity, quick-witted banter, and scenes that are sure to leave you in stitches. Come see why these performers are the heartbeat of Pittsburgh’s comedy scene as they turn your wild suggestions into unforgettable moments of pure comedic gold. Don’t miss out on the laughs—grab your tickets now and fill your Friday with fiery fun!', 'event_name': 'House Team Hot Spot'}",combined_events,"House Team Hot Spot at Arcade Comedy Theater on Fridays, featuring spontaneous humor and quick-witted banter."
"{'date': 'Jan 19, 2024 | 9:00 pm - 10:30 pm', 'description': 'A testing ground for brand new sketch comedy.', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'The Sketch Comedy Laboratory is an incubator space presented by Arcade Comedy Theater. Every other month, Sketch Lab will feature sketches from writers who have attended our writers’ room and performed by a roster of comedic actors. See cutting edge comedy and new scripted works written by some of the city’s funniest up-and-coming writers.', 'event_name': 'The Sketch Comedy Lab'}",combined_events,The Sketch Comedy Lab is a monthly event at Arcade Comedy Theater featuring sketches from new writers and comedic actors.
"{'date': 'Mar 15, 2024 | 9:00 pm - 10:30 pm', 'description': '', 'category': 'Entertainment,, Nightlife', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'The Sketch Comedy Lab'}",combined_events,"The Sketch Comedy Lab is an entertainment event taking place at Arcade Comedy Theater from Mar 15, 2024, at 9:00 pm to 10:30 pm in Pittsburgh, PA."
"{'date': 'Sep 20, 2024 | 9:00 pm - 10:00 pm', 'description': 'The Sketch Comedy Laboratory is a new incubator space presented by Arcade Comedy Theater to help promote the art of sketch comedy.', 'category': 'Entertainment', 'venue': 'Arcade Comedy Theater 943 Liberty Ave Pittsburgh, PA 15222', 'more_details': 'Every other month, Sketch Lab will feature sketches from writers who have attended our writersâ€™ room and performed by a roster of comedic actors.', 'event_name': 'The Sketch Comedy Lab'}",combined_events,The Sketch Comedy Laboratory is an incubator space by Arcade Comedy Theater offering sketch comedy workshops and performances.
"{'date': 'Jan 19, 2024 | 7:30 pm - 10:00 pm', 'description': 'Magic of Motown is a group of 15 power vocalists backed by a six piece band delivering all the hits from: The Temptations, The Jackson Five, Diana Ross & The Supremes, Marvin Gaye, Aretha Franklin etc.', 'category': 'Arts + Culture,, Entertainment,, Music', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': 'With the costuming and choreography you are transported straight to Motown.', 'event_name': 'The Magic of Motown'}",combined_events,The Magic of Motown is a concert featuring 15 power vocalists backed by a six-piece band performing classic Motown hits.
"{'date': 'Jan 19, 2024 - Jan 21, 2024', 'description': 'The inaugural 2024 “Hooks & Phonics Festival” is a weekend celebration of Hip-Hop culture and the art of Spoken Word Poetry, which exists to highlight prolific stories of trial and triumph told by orators and emcees from BIPOC communities who speak truth to power without compromise.', 'category': 'Arts + Culture,, Festival', 'venue': 'August Wilson African American Cultural Center 980 Liberty Ave Pittsburgh, PA 15222', 'more_details': '1/19 @ 8:00pm | “Poetry Unplugged” will start by honoring Dr. Martin Luther King’s legacy during an evening of spoken word poetry, which highlights his core values such as: non-violence, unification, self-realization and justice. This year’s lineup will feature renowned poets such as: Kayden Hern, Love Ties, Jesicca Lanay, Ed Mabrey, Aja Monet, and Sunni Patterson. 1/20 @ 7:00pm | “State of Emerging Emcees” features burgeoning emcees on the cusp of stardom take center stage in the August Wilson Center café to showcase the lyrical aptitude rooted in various cities across America. Day 2 will conclude with a dynamic performance on the main stage by the GRAMMY nominated artist, Rapsody. 1/21 @ 7:00pm | The Urban Art Orchestra pays tribute to the late producer J Dilla who is widely regarded as one of the most influential musicians in Hip-Hop history. This orchestral performance will feature appearances by Detroit legends Jessica Care Moore and Slum Village.', 'event_name': 'Hooks & Phonics Festival'}",combined_events,"The inaugural 2024 ""Hooks & Phonics Festival"" celebrates Hip-Hop culture and spoken word poetry, highlighting stories of BIPOC orators and emcees."
"{'date': 'Jan 19, 2024 | 6:00 pm - 9:00 pm', 'description': 'Pop in and showcase your talents! Register to attend this fun event and sign up to wow the audience.', 'category': 'Arts + Culture,, Community,, Entertainment,, Free event', 'venue': 'The Warhol Entrance Space 117 Sandusky St Pittsburgh, Pennsylvania 15212', 'more_details': 'Original music, covers, poetry, and spoken word are all welcome. Instruments, drums, keyboard, and mic will be provided. Sign ups to perform are first come, first served and there are limited spots available. Registration includes light snacks and non-alcoholic beverages.', 'event_name': 'Band Together Autism Open Mic at The Warhol'}",combined_events,"A free open mic event for musicians with autism at The Warhol, featuring original music, covers, poetry, and spoken word, with instruments provided and limited spots available."
"{'date': 'Jan 19, 2024 | 7:00 pm - 11:00 pm', 'description': 'Featuring Lauren Watkins', 'category': 'Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Conner Smith - Creek Will Rise Tour'}",combined_events,Conner Smith's Creek Will Rise Tour featuring Lauren Watkins at Stage AE in Pittsburgh.
"{'date': 'Jan 19, 2024 - Jan 21, 2024', 'description': 'You don’t want to miss the 63rd Annual MaxMotive World of Wheels, an amazing gathering place for car enthusiasts to enjoy a full weekend of everything custom cars.', 'category': 'Convention', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': '', 'event_name': '2024 World of Wheels Custom Car Show'}",combined_events,"The 63rd Annual MaxMotive World of Wheels custom car show takes place from January 19 to January 21 at the David L. Lawrence Convention Center in Pittsburgh, PA."
"{'date': 'Jan 19, 2024 - Jan 21, 2024', 'description': 'AAA members and non-members are invited to the Pittsburgh Travel Showcase! Attendees will get the chance to meet one-on-one with travel representatives from all ends of the travel industry, including national and international exhibitors.', 'category': 'Convention', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': '', 'event_name': '2024 Pittsburgh Travel Showcase'}",combined_events,The 2024 Pittsburgh Travel Showcase is an event inviting AAA members and non-members to meet travel representatives from various industries at the David L. Lawrence Convention Center.
