text,file_name,contextual_chunk
"{'date': 'May 8, 2024 | 7:00 pm - 9:00 pm', 'description': 'The World-famous Glenn Miller Orchestra brings timeless classics like In the Mood, Moonlight Serenade, Chattanooga Choo Choo, Pennsylvania 6-5000, String of Pearls and Tuxedo Junction back to the stage.', 'category': 'Music', 'venue': 'Byham Theater 101 6th St Pittsburgh, PA 15222', 'more_details': 'Even 80 years after founding his famous orchestra Glenn Millerâ€™s music is alive and well. Over 18 musicians and singers bring the unforgettable Glenn Miller sound and perform those songs that everyone remembers... This is a show not to miss for jazz and swing fans alike or the incurable romantics who want to step back in time. The legendary Glenn Miller was the most successful of all the dance bandleaders back in the Swing era of the 1930s and 1940s.', 'event_name': 'Glenn Miller Orchestra'}",combined_events,The Glenn Miller Orchestra returns to the stage with classic swing tunes from 7:00 pm to 9:00 pm at Byham Theater in Pittsburgh.
"{'date': 'May 8, 2024 | 12:30 pm - 1:30 pm', 'description': 'Wellness Wednesdays - 2nd Wednesday of Each Month. All Levels are Welcomed.', 'category': 'Sports + Recreation', 'venue': 'Emerald City Pittsburgh 213 Smithfield Street Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'THE RESET: Midday Yoga'}",combined_events,THE RESET: Midday Yoga is a wellness event held on the 2nd Wednesday of each month at Emerald City Pittsburgh.
"{'date': 'Jun 12, 2024 | 12:30 pm - 1:30 pm', 'description': 'Wellness Wednesdays - 2nd Wednesday of Each Month. All Levels are Welcomed.', 'category': 'Free event,, Sports + Recreation,, Workshops & Classes', 'venue': 'Emerald City 213 Smithfield Street Pittsburgh, PA 15222', 'more_details': 'Lead by @ duly.no ted - Jackie Walker. ', 'event_name': 'THE RESET: Midday Yoga'}",combined_events,A free yoga workshop led by Jackie Walker on June 12th from 12:30 to 1:30 pm at Emerald City 213 Smithfield Street in Pittsburgh.
"{'date': 'May 7, 2024 | 5:00 pm - 7:00 pm', 'description': 'Pittsburgh Jazz Legend, pianist, Frank Cunimondo continues to create new landscapes with his trio performing fresh versions of familiar standards.', 'category': 'Free event,, Music', 'venue': 'Lounge at the Greer Cabaret 655 Penn Ave Pittsburgh, PA 15222', 'more_details': 'BNY Mellon presents JazzLive is presented by the Pittsburgh Cultural Trust in partnership with MCG Jazz Frankâ€™s career spans playing Jazz in Pittsburgh from the early age of 13 in 1947 to playing in Canada at age 17, Atlantic City at 18 and touring with the Billy May Orchestra at 19. He performed on the East Coast of Florida from Jacksonville to Miami for many years and played in clubs in New York City during the 1960s. One of those New York club gigs led to a performance on The Tonight Show with Johnny Carson in 1963. In addition to his seminal jazz piano method book, he continues performing and teaching both privately and at the University of Pittsburgh.', 'event_name': 'Frank Cunimondo Trio'}",combined_events,Frank Cunimondo Trio performs fresh versions of familiar standards with his trio at the Greer Cabaret in Pittsburgh.
"{'date': 'May 7, 2024 | 7:00 pm - 10:00 pm', 'description': 'Come watch your favorite soccer team play FC Tulsa!', 'category': 'Sports + Recreation', 'venue': 'Highmark Stadium 510 W Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Get your tickets at the link above.', 'event_name': 'Pittsburgh Riverhounds SC vs. FC Tulsa'}",combined_events,Pittsburgh Riverhounds SC vs. FC Tulsa soccer game at Highmark Stadium.
"{'date': 'May 7, 2024 | 7:00 pm - 10:30 pm', 'description': 'Featuring Ratboys', 'category': 'Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': 'The Decemberists have partnered with PLUS1 so that a $1 per ticket goes to supporting organizations working for equity, access, and dignity for all.', 'event_name': 'The Decemberists: A Peacable Kingdom - 2024 Tour'}",combined_events,"The Decemberists' 2024 tour features Ratboys and includes a portion of the proceeds going to support equity, access, and dignity initiatives."
"{'date': 'May 7, 2024 | 7:30 pm - 10:30 pm', 'description': 'We Who Wrestle with God Tour', 'category': 'Entertainment', 'venue': 'PPG Paints Arena 1001 Fifth Ave Pittsburgh, PA 15219', 'more_details': '', 'event_name': 'Dr. Jordan B. Peterson'}",combined_events,"Dr. Jordan B. Peterson's ""We Who Wrestle with God Tour"" event on May 7, 2024, at PPG Paints Arena in Pittsburgh, PA."
"{'date': 'May 7, 2024 | 1:30 pm - 2:30 pm', 'description': 'Gather with members of the Pittsburgh Symphony Orchestra to have an up close and personal look and listen to some of the most beautiful music in the world including Bach, Beethoven, Mozart and more.', 'category': 'Arts + Culture,, Community,, Free event,, Music', 'venue': 'Carnegie Library Pittsburgh 612 Smithfield St Pittsburgh, PA 15222', 'more_details': 'This event is for all ages.', 'event_name': 'Neighbors of the PSO'}",combined_events,"A free music event featuring classical composers like Bach, Beethoven, and Mozart at Carnegie Library Pittsburgh."
"{'date': 'May 7, 2024 - May 8, 2024', 'description': 'EGCR is an event geared towards natural gas industry professionals and provides industry-specific training programs, interactive content with industry experts, and even more activities designed to satisfy all educational needs.', 'category': 'Convention,, Workshops & Classes', 'venue': 'David L. Lawrence Convention Center 1000 Fort Dusquene Boulevard Pittsburgh, PA 15222', 'more_details': 'The Eastern Gas Compression Roundtable (EGCR) is a non-profit organization providing the Natural Gas Industry with high quality, cost-effective education via targeted, industry-specific training programs for entry-level through advanced educational needs. Â These programs are presented at our annual training and technology conference and focus specifically on engine and compressor maintenance. ', 'event_name': 'Eastern Gas Compression Roundtable 2024'}",combined_events,EGCR 2024 is a non-profit organization providing natural gas industry training programs at the Eastern Gas Compression Roundtable conference.
"{'date': 'May 7, 2024 - May 12, 2024', 'description': 'Based on Khaled Hosseini’s beloved, international best-selling novel, THE KITE RUNNER is a powerful new play adapted by Matthew Spangler that follows one man’s journey to confront his past and find redemption.', 'category': 'Arts + Culture,, Entertainment', 'venue': 'Benedum Center 7th St and Penn Ave Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'The Kite Runner'}",combined_events,"A new play based on Khaled Hosseini's novel THE KITE RUNNER, adapted by Matthew Spangler, will be performed at the Benedum Center in Pittsburgh."
"{'date': 'May 6, 2024 | 7:00 pm - 9:00 pm', 'description': 'Mike Perry, uses the art of storytelling to explore the primal origins of theatrical expression. Saving Face: Memoir of a Circus Clown is one of his most profound and moving tales, drawn from his years as a circus clown for Ringling Brothers Circus.', 'category': 'Entertainment', 'venue': 'New Hazlett Theater 6 Allegheny Square E Pittsburgh, PA 15222', 'more_details': 'There is an authenticity to Mike Perryâ€™s storytelling that is effective and affecting. His ability to distill a real human experience into an engaging performance is the result of craft and precision.', 'event_name': 'Saving Face: Memoir of a Circus Clown'}",combined_events,"Mike Perry's memoir ""Saving Face: Memoir of a Circus Clown"" explores the primal origins of theatrical expression through his experiences as a circus clown."
"{'date': 'May 6, 2024 | 6:00 pm - 10:00 pm', 'description': 'Featuring Paleface Swiss, Bleed From Within, and Great American Ghost', 'category': 'Music', 'venue': 'Stage AE 400 N Shore Dr Pittsburgh, PA 15222', 'more_details': '', 'event_name': ""The Ghost Inside Wash It Away Spring '24 Tour""}",combined_events,"The Ghost Inside Wash It Away Spring '24 Tour features Paleface Swiss, Bleed From Within, and Great American Ghost at Stage AE in Pittsburgh."
"{'date': 'May 5, 2024 | 1:30 pm - 4:30 pm', 'description': ""Kids Ke'Bryan Hayes Gold Glove Action Figure, Scouts Night"", 'category': 'Sports + Recreation', 'venue': 'PNC Park 115 Federal St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pirates vs. Rockies'}",combined_events,"Pirates vs. Rockies game at PNC Park on May 5, 2024, featuring Kids Ke'Bryan Hayes Gold Glove Action Figure."
"{'date': 'May 4, 2024 | 4:00 pm - 7:00 pm', 'description': 'Star Wars Night, Mitch Keller Star Wars Bobblehead, Faith Night', 'category': 'Sports + Recreation', 'venue': 'PNC Park 115 Federal St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pirates vs. Rockies'}",combined_events,Pirates vs. Rockies game with Star Wars-themed events at PNC Park.
"{'date': 'May 3, 2024 | 6:30 pm - 9:30 pm', 'description': 'Zambelli Fireworks Night, Mental Health Action Day, & Miller Lite Happy Hour', 'category': 'Sports + Recreation', 'venue': 'PNC Park 115 Federal St Pittsburgh, PA 15222', 'more_details': '', 'event_name': 'Pirates vs. Rockies'}",combined_events,"Pirates vs. Rockies baseball game with fireworks display, mental health awareness event, and Miller Lite happy hour."
"{'date': 'May 5, 2024 | 9:00 am - 1:00 pm', 'description': 'Step Up and Make a Difference at the Pittsburgh Back Half Marathon!', 'category': '', 'venue': 'N/A', 'more_details': '', 'event_name': 'UPMC Health Plan Pittsburgh BACK Half Marathon'}",combined_events,"UPMC Health Plan Pittsburgh BACK Half Marathon event scheduled for May 5, 2024."
"{'date': 'May 5, 2024 | 2:00 pm - 3:30 pm', 'description': 'Explore women’s role in journalism throughout history with esteemed author Brooke Kroeger and the Women’s Press Club of Pittsburgh.', 'category': 'Workshops & Classes', 'venue': 'Heinz History Center 1212 Smallman Street Pittsburgh, PA 15222', 'more_details': 'Join the History Center for a headline-worthy program on Sunday, May 5 as we welcome acclaimed author, journalist, and professor emerita at New York University Brooke Kroeger for a special talk on her book “Undaunted: How Women Changed American Journalism.” Presented in partnership with the Women’s Press Club of Pittsburgh, Kroeger will discuss how women went from the margins to the mainstream in newsrooms across the nation over the past two centuries. Featuring Western Pennsylvania women such as Jane Grey Swisshelm, Ida Tarbell, and Rachel Carson, “Undaunted” examines how women changed journalism, reclaimed their voices, and blazed new trails in a field dominated by men. Following Kroeger’s talk, enjoy a panel discussion with members of the Women’s Press Club that reflects on women’s evolving role in journalism and considers how future generations will continue to rewrite history. The event will fittingly commemorate the 160th birthday of legendary Apollo, Pa., journalist Nellie Bly, who famously pioneered a new era of investigative journalism in 1887 after her undercover stories for the New York World exposed atrocities committed at the Blackwell’s Island Insane Asylum. Before and after the program, learn more about the intrepid Western Pa. women who fearlessly pursued stories in search of the truth in the History Center’s new exhibition, A Woman’s Place: How Women Shaped Pittsburgh .', 'event_name': ""Women's Journey in Journalism with Brooke Kroeger""}",combined_events,"A workshop exploring women's role in journalism throughout history, featuring Brooke Kroeger and the Women's Press Club of Pittsburgh."
"{'date': 'May 5, 2024 | 1:00 pm - 4:00 pm', 'description': 'Get ready to fiesta with Moe’s Southwest Grill aboard the Gateway Clipper this Cinco De Mayo!', 'category': 'Holidays,, Tours', 'venue': 'Gateway Clipper Fleet Docks 350 West Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Embark on a lively riverboat cruise featuring a live DJ, festive dancing, giveaways and of course… delicious tacos and margaritas! Must be 21+ to board the boat. Photo I.D. Required. On Board Enjoy Enjoy a fabulous night out while we cruise & tour Pittsburgh’s Three Rivers! Our full-service bars feature various brands of liquor, beer, wine, and soda and are located on both the first and second decks of all vessels. And we have specialty cocktails that capture our Pittsburgh style! Must be 21+ to purchase or consume alcoholic beverages. Make a memory of your cruise! Boarding photos are available for purchase that keep those memories alive forever!', 'event_name': ""Cinco De Mayo - Moe's Southwest Grill Fiesta Float""}",combined_events,"Cinco De Mayo celebration on a riverboat cruise featuring live music, dancing, and delicious tacos."
"{'date': 'May 5, 2024 | 6:00 pm - 9:00 pm', 'description': 'Join the Velvet Hearts at Space Bar in Market Square for a stellar tribute to a galaxy far, far away!', 'category': 'Entertainment', 'venue': 'Space Bar 22 Market Square Pittsburgh, PA 15222', 'more_details': 'A long, long time ago in a galaxy far, far, away.... Across the stars, beings of all shapes and species gather for an extraordinary event – the Star Wars Variety Show! Join us as we celebrate the Star Wars saga with drag performers, burlesque bombshells, and bellydancers. So gather your lightsabers and prepare for a night of intergalactic entertainment unlike any other. May the Fierce be with you as we celebrate the Star Wars universe. This event is for ages 21+. Tables and bar seats are $15 a seat (tables sold as full tables). The show will include some entertainment hotter than a supernova, along with crowd interaction! Doors open at 6 PM, and showtime is at 7 PM. Food and drink are priced separately. Table Ticket PRE-SALE Pricing: 2-person table: $30 4 -person table: $60 6- person table: $90 8-person table: $120 Bar seat: $15 Priority seating goes to pre-sale purchases. All tickets are $20 at the door. No refunds are given within 7 days of the events.', 'event_name': 'May the Fierce be With You: A Star Wars Variety Show'}",combined_events,"A Star Wars Variety Show at Space Bar in Pittsburgh, featuring drag performers, burlesque bombshells, and bellydancers."
"{'date': 'May 5, 2024 | 1:00 pm - 3:00 pm', 'description': 'Everything you need to know about the heart of Eastern European Jewry.', 'category': 'Arts + Culture,, Online & Virtual Events,, Workshops & Classes', 'venue': 'Virtual Event', 'more_details': 'Jews were welcomed into the Polish principalities in the 1200s, most notably, by the Duke of Greater Poland, Boles?aw the Pious. Thousands fleeing persecution and expulsions across Western Europe came. As Poland expanded to the east and south, Jews moved into Lithuanian, Belarusian, and Ukrainian lands. By 1800 there were more than a million Jews in the Pale. By 1900, they would number nearly five million. Jews flourished in the Pale, creating diverse religious, cultural, educational, and charitable institutions. Then, between 1881 and 1914 over two million left all that they had known for the West. This talk discusses how the Pale came to be, life in it and why this mass migration occurred. It breaks the 120-year history of the Pale into periods of creation, confinement, repression, enlightenment, pogroms, and chaos. There is much more to the story than the horrific pogroms at the turn of the 20th century. Additional brief talk, “My 5th Great Grandfather’s Name” The oldest family documentation that I have found is the 1850 Russian Revision List (census) for Dubno which lists my 3rd great-grandfather (who had died in 1848) and my 2nd great-grandfather (who, as a young man, was now head of the family). Unlike censuses, revision lists included information on residents who had died since the previous revision list. Based on the patronymic middle name of my 3rd great-grandfather, I had the name, if nothing more, of my 4th great-grandfather. The records office in Dubno, where the Bookbinders lived, was destroyed during World War II and all records contained there were lost. The regional archive in Rivne has no earlier records. So far as I know, no records exist for my 5th great-grandfather. So, I developed a hypothesis as to his name and the approximate dates of his birth and death. You might use the technique that I employed to do the same when no records can be found. This program is possible through the generous support of the William M. Lowenstein Genealogical Research Endowment Fund of the Jewish Community Foundation. “Why did our Jewish ancestors leave the Pale?” is a collaboration between the Jewish Genealogy Society of Pittsburgh and the Rauh Jewish Archives at the Heinz History Center. Please register online. The program is free for JGS-Pittsburgh members and $5 for the general public. To become a member of the JGS-Pittsburgh and receive a free membership code for this program, please visit its website . This program will be recorded and made available to current JGS-Pittsburgh members.  Hal Bookbinder is a retired information systems professional who continues to instruct at the university level. He has been actively researching his genealogy for more than three decades, identifying over 4,000 relatives and tracing two lines to the mid-1700s in modern Ukraine. He is a past president of the JGS of Los Angeles and of the International Association of Jewish Genealogical Societies. Hal publishes a series of monthly articles on safe computing which are freely available here . He and his wife, Marci, were raised in the Catskills of New York State, in the famed “Borsht Belt”. After attending New York University and a four-year stint in the US Air Force, they have lived in the Los Angeles area. In 2018, he made a journey to Ukraine, visiting various areas of the former Volhynia and Podolia in which his family lived for hundreds of years. ', 'event_name': '""Why did our Jewish ancestors leave the Pale?""'}",combined_events,A virtual event discussing the history and reasons behind the mass migration of Jews from Eastern Europe to the West between 1881 and 1914.
"{'date': 'May 4, 2024 | 8:30 am - 12:00 pm', 'description': '', 'category': '', 'venue': 'Point State Park 601 Commonwealth Pl Pittsburgh, PA 15222', 'more_details': ""Attention parents and guardians! It's time for your little ones to shine in the Sheetz Pittsburgh Toddler Trot! This adorable event is designed to celebrate the joy of movement, introduce young children to the excitement of running, and create heartwarming memories for families to cherish."", 'event_name': 'Sheetz Pittsburgh Toddler Trot'}",combined_events,"Sheetz Pittsburgh Toddler Trot is an event designed to celebrate the joy of movement and introduce young children to running, focusing on creating heartwarming family memories."
"{'date': 'May 4, 2024 | 12:00 pm - 2:00 pm', 'description': 'Attention pet lovers and furry friends!', 'category': '', 'venue': 'Point State Park 601 Commonwealth Pl Pittsburgh, PA 15222', 'more_details': ""Get ready to wag your tails and stretch your paws in the Pittsburgh Pet Walk. This tail-wagging event is a celebration of the special bond between humans and their four-legged companions, offering a unique opportunity for you and your pets to enjoy a leisurely stroll together. The one-mile Pet Walk will take place at Point State Park as part of Saturday's Family Day. All proceeds benefit Humane Animal Rescue of Pittsburgh."", 'event_name': 'Pittsburgh Pet Walk'}",combined_events,"Pittsburgh Pet Walk is a family-friendly event celebrating the bond between humans and pets, featuring a one-mile stroll at Point State Park benefiting Humane Animal Rescue of Pittsburgh."
"{'date': 'May 4, 2024 | 9:30 am - 10:30 am', 'description': 'Calling all young champions! Get ready to unleash your energy, enthusiasm, and spirit in the Chick-fil-A Pittsburgh Kids Marathon!', 'category': '', 'venue': 'North Shore', 'more_details': 'This one-mile timed race is designed especially for you, offering a taste of the excitement, camaraderie, and accomplishment that comes with being part of the running community.', 'event_name': ""Chick-fil-A Pittsburgh Kid's Marathon""}",combined_events,The Chick-fil-A Pittsburgh Kid's Marathon is a one-mile timed race for young participants.
"{'date': 'May 4, 2024 | 8:00 am - 12:00 pm', 'description': '', 'category': '', 'venue': 'North Shore Pittsburgh, PA 15222', 'more_details': 'Ignite your passion for running and immerse yourself in the electric atmosphere of the 3.1-mile UPMC Health Plan | UPMC Sports Medicine Pittsburgh 5K. This event offers the perfect blend of challenge, camaraderie, and a sense of accomplishment, making it an unforgettable experience for participants of all levels. Register Here', 'event_name': 'UPMC Health Plan| UPMC Sports Medicine Pittsburgh 5K'}",combined_events,"UPMC Health Plan | UPMC Sports Medicine Pittsburgh 5K is an event offering a 3.1-mile run with a focus on challenge, camaraderie, and achievement."
"{'date': 'May 4, 2024 | 10:30 am - 11:30 am', 'description': '', 'category': '', 'venue': 'Rivers Club 301 Grant St Ste 411 Pittsburgh, PA 15219', 'more_details': 'Join our trainers for an all-level bodyweight, high-energy workout with good music and great vibes! All members in attendance will receive raffle tickets for some great prizes including PT sessions, stretch sessions and more!', 'event_name': 'Celebrate National Fitness Day at the Rivers Club!'}",combined_events,Celebrate National Fitness Day at the Rivers Club with an all-level bodyweight workout featuring good music and great vibes.
"{'date': 'May 4, 2024 | 7:00 pm - 10:00 pm', 'description': 'Come watch your favorite soccer team play Miami!', 'category': 'Sports + Recreation', 'venue': 'Highmark Stadium 510 W Station Square Dr Pittsburgh, PA 15219', 'more_details': 'Get your tickets at the link above.', 'event_name': 'Pittsburgh Riverhounds SC vs. Miami'}",combined_events,"Pittsburgh Riverhounds SC vs. Miami soccer game at Highmark Stadium on May 4, 2024."
"{'date': 'May 4, 2024 | 6:00 pm - 9:00 pm', 'description': 'Tackle a challenging mystery with a fantastic dinner. Just beware! The culprit is lurking somewhere in the room, you may be a Prime Suspect!', 'category': 'Entertainment', 'venue': 'Omni William Penn Hotel 530 William Penn Pl Pittsburgh, PA 15219', 'more_details': ""Murder Mystery Dinner Theatre in Pittsburgh America’s largest interactive comedy murder mystery dinner show is now playing in Pittsburgh! Solve a hilarious crime while you feast on a fantastic dinner. Just beware! The culprit is hiding in plain sight somewhere in the room, and you may find yourself as a Prime Suspect before you know it! Join us for an event that is very different from a traditional murder mystery dinner show. Our actors are not dressed in costume and are hidden in the audience! This results in a fun, social and interactive evening suitable for all adults. Tickets Include: 4-Course Dinner Murder Mystery Entertainment Prize Package for Top Sleuth Cash Bar Available Our Menu: Chef’s Selection Of Hors D’oeuvres House Salad - Choice Of Balsamic Vinaigrette & Ranch Dressings Warm William Penn Rolls With Butter Choice Of Entree: Roasted Chicken Roasted Salmon Roasted Vegetable Napoleon Chef’s Choice Dessert  FAQs What time should I arrive? Seating is assigned so there is no need to arrive any earlier than the time stated on your confirmation page. If you arrive early, please enjoy a drink or a seat in the hotel lobby or bar as there is nowhere to sit outside the performance room. Plus, you may run into spoilers and there is no fun in that. Is there a minimum age requirement to enter the event? The show is ADULTS ONLY. Everyone must be 18+ years old with a valid ID. How does seating work? Seating is assigned in advance. All tickets purchased in the same transaction will automatically be seated together at tables of 10. If you would like to sit with a friend or family member who purchased their tickets separately, please emaill pbh.info@thedinnerdetective.com. What are my transportation/parking options for getting to and from the event? Self-parking is offered at Melon Square Garage across the street. What can I bring into the event? A sense of humor. This is an interactive comedy show: be prepared for a good time. Things you cannot bring to the event: pets, children, outside food or drink. How can I contact the organizer with any questions? Email pbh.info@thedinnerdetective.com What's the refund policy? Due to our theatrical and venue contracts, all sales are final, and we cannot allow for any cancellations once your purchase has been completed. Should you need to reschedule, and it is 7 days or more before the scheduled event, then a $20/ticket transfer fee will apply. NO transfers less than 7 days before the event. To reschedule to a different date, update your entree choices or request to be seated with a different purchasing party, please email pbh.info@thedinnerdetective.com"", 'event_name': 'The Dinner Detective Mystery Dinner Show - Pittsburgh'}",combined_events,A murder mystery dinner show in Pittsburgh featuring a 4-course dinner and interactive entertainment.
