section,text
Team culture -> Fanbase,"Despite Pittsburgh's long history with hockey and a small but loyal fanbase, the Penguins struggled with fan support early on in its history, at times averaging only 6,000 fans per game when Civic Arena had a seating capacity of over 16,000. Fan support was so low by the team's first bankruptcy that the NHL had no problem with the team being moved, something that would change decades later when the team faced another relocation threat.
While the drafting of Mario Lemieux piqued interest in hockey locally, fans remained skeptical. John Steigerwald, brother of former Penguins broadcaster Paul Steigerwald, noted in his autobiography that upon his arrival at KDKA-TV from WTAE-TV in 1985, the station cared more about the Pittsburgh Spirit of the Major Indoor Soccer League than the Penguins. However, Lemieux's play steadily grew the fanbase in the area, which would only be reassured upon the arrival of Sidney Crosby after the team struggled both on the ice and in attendance following the Jaromir Jagr trade.
Today, the Penguins are one of the NHL's most popular teams, especially among American non-Original Six franchises, and are considered second behind the Steelers among Pittsburgh's three major professional sports teams, taking advantage of both its success and the Pittsburgh Pirates struggles both on and off the field. Especially notable was a 2007 survey done of the four major sports leagues' 122 teams. The Penguins surprised observers by being ranked 20th overall and third among NHL teams, while the Steelers were ranked number one and the Pirates (before the arrival of Andrew McCutchen and that team's turnaround) ranked much lower on the list than its peers. The Penguins' popularity has at times rivaled that of the Steelers at the local level."
Team culture -> Rivalries -> Philadelphia Flyers,"Considered by some to be the best rivalry in the NHL, the Philadelphia Flyers–Pittsburgh Penguins rivalry began in 1967 when the teams were introduced in the NHL's ""Next Six"" expansion wave. The rivalry exists both due to divisional alignment and geographic location, as both teams play in Pennsylvania. The Flyers lead the head-to-head record with a 153–98-30 record. However, the Penguins eliminated the Flyers from the playoffs in 2008 and 2009 and were eliminated by them from the playoffs in 2012, strengthening the rivalry. Three years later, the Flyers won the sixth playoff meeting between the clubs to advance to the Conference Semi-finals.
The franchises have met seven times in the playoffs, with the Flyers winning four series (1989 Patrick Division Finals, 4–3; 1997 Eastern Conference Quarter-finals, 4–1; 2000 Eastern Conference Semi-finals, 4–2; and 2012 Eastern Conference Quarter-finals, 4–2) and the Penguins winning three (2008 Eastern Conference Finals, 4–1; 2009 Eastern Conference Quarterfinals, 4–2; and 2018 Eastern Conference First Round, 4–2)."
Team culture -> Rivalries -> Washington Capitals,"The two teams have faced off 11 times in the playoffs, with the Penguins winning nine of the 11 matchups, their two series losses coming in the 1994 and 2018 playoffs. The Penguins defeated the Capitals en route to their five Stanley Cup victories. They have met in a decisive game 7 in the 1992, 1995, 2009 and 2017 playoffs. The NHL's fourth Winter Classic, played on January 1, 2011, at Heinz Field in Pittsburgh showcased this rivalry. The Capitals won the game 3–1. The rivalry can also be seen in the American Hockey League (AHL). Pittsburgh's top farm team is the Wilkes-Barre/Scranton Penguins, and their in-state and biggest rivals are the Capitals' top farm team, the Hershey Bears."
Team information -> Crest and sweater design,"When the Penguins made their NHL debut in 1967, the team wore the colors dark blue, light blue and white. The uniforms had the word ""Pittsburgh"" written diagonally down the front of the sweater with three dark blue stripes around the sleeves and bottom. The logo featured a hockey-playing penguin in a scarf over an inverted triangle, symbolizing the Golden Triangle of downtown Pittsburgh. A refined version of the logo appeared on a redesigned uniform in the second season, which removed the scarf and gave the penguin a sleeker look. The circle encompassing the logo was later removed.
The team's colors were originally powder blue, navy blue, and white. The powder blue was changed to royal blue in 1973 but returned in 1977. The team adopted the current black and gold color scheme in 1980 to unify the colors of the city's professional sports teams although, like the Pittsburgh Pirates and the Steelers, the shade of gold more closely resembled yellow. The change was not without controversy, as the Boston Bruins protested by claiming to own the rights to the black and gold colors. However, the Penguins cited the colors worn by the now-defunct NHL team the Pittsburgh Pirates in the 1920s, as well as black and gold being the official colors of the City of Pittsburgh and its namesake, and obtained permission to use the black and gold colors. The NHL's Pittsburgh Pirates used old Pittsburgh Police uniforms, beginning the black and gold color tradition in the city.
The Penguins generally wore the black and gold ""skating penguin"" uniform between 1980 and 1992, with a few noticeable changes in the lettering and striping. A gold alternate uniform was worn between 1980 and 1984, and briefly replaced the white uniform for home games in the 1983–84 season.
In the 1992–93 season, the Penguins unveiled new uniforms and introduced the ""flying penguin"" logo, or ""Robopenguin"". The team's away uniforms were a throwback to the team's first season, as they revived the diagonal ""Pittsburgh"" script. In 1995, the team introduced their second alternate jersey, featuring different stripe designs on each sleeve. This jersey proved to be so popular that the team adopted it as their away jersey in 1997. In 2000, the Penguins brought back the ""skating penguin"" logo, but with a ""Vegas gold"" shade, upon releasing its new alternate uniform. After 2002, the ""skating penguin"" was readopted as the primary, though the ""flying penguin"" remained the alternate. A corresponding white version of the ""Vegas gold"" uniforms was introduced, and the 1995–2002 black uniform was retired. When the new jerseys were unveiled for the 2007–08 season league wide, the Penguins made major striping pattern changes and removed the ""flying penguin"" logo from the shoulders.

The Penguins have worn their black jersey at home since the league began the initiative to do so beginning with the 2003–04 NHL season. The team wore their powder blue, 1968–1972 ""throwbacks"" against the Buffalo Sabres in the 2008 NHL Winter Classic. This throwback was supposedly retired with the introduction of a new dark blue third jersey that made its debut at the 2011 NHL Winter Classic. For the 2011–12 season, the 2011 Winter Classic jersey was the team's official third uniform, with the 2008 Winter Classic uniform having been retired. Called the ""Blue Jerseys of Doom"" by the Pittsburgh Tribune-Review, the alternate jerseys were worn when Sidney Crosby sustained a broken jaw and when he suffered a concussion in the 2011 Winter Classic. Evgeni Malkin was also concussed during a game when the Penguins donned the alternate uniforms.
In 2014, the Penguins released their new alternate uniforms. The new black uniforms are throwbacks to the early part of Lemieux's playing career, emulating the uniforms worn by the Penguins' 1991 and 1992 Cup-winning teams. The new alternate uniform featured ""Pittsburgh gold"", the particular shade of gold which had been retired when the Penguins switched to the metallic gold full-time in 2002. The Penguins eventually brought back a white version of the black ""Pittsburgh gold"" alternates, thus retiring the ""Vegas gold"" uniforms they wore from 2000 to 2016. A commemorative patch was added to the uniforms throughout the 2016–17 season to celebrate the team's 50th anniversary. During the 2017 NHL Stadium Series against the archrival Philadelphia Flyers, the Penguins wore a special gold uniform featuring military-inspired lettering, a ""City of Champions"" patch and a variation of the ""skating penguin"" logo. This design served as the basis for the team's third uniform, which was unveiled in the 2018–19 season and was also partly inspired by the early 1980s gold uniforms. The Penguins wore monochrome black uniforms minus the white elements when they faced the Flyers again in the 2019 NHL Stadium Series.
In 2021, the Penguins wore white ""Reverse Retro"" uniforms based on the 1992–97 uniforms. This set replaced the ""flying penguin"" with the alternate ""skating penguin"" logo minus the gold triangle on the shoulders. A black version served as the replacement for the gold alternate uniforms starting in the 2021–22 season. In the 2022–23 season, the Penguins unveiled their second ""Reverse Retro"" uniform, this time featuring a black version of the white ""flying penguin"" uniform they wore from 1992 to 2002.
For the 2023 NHL Winter Classic, the Penguins went with a vintage white uniform with black stripes, and added a gold ""P"" logo as a nod to the NHL Pirates of the late 1920s."
Team information -> Media -> Radio,"The Penguins have their radio home on WXDX-FM and their television home on SportsNet Pittsburgh. The Pittsburgh Penguins Radio Network consists of a total of 34 stations in four states. Twenty three of these are in Pennsylvania, four in West Virginia, three in Ohio, and three in Maryland. The network also features an FM high-definition station in Pittsburgh."
Team information -> Media -> Broadcasters,"Local ABC affiliate WTAE-TV broadcast the Penguins during the 1967–68 season, with station Sports Director Ed Conway handling the play-by-play during both the television and radio broadcasts. He remained the lone play-by-play broadcaster until the completion of the 1968–69 season. Joe Tucker took over for Ed Conway during the 1969–70 season, when WPGH-TV and WTAE-TV split Penguins' broadcasts. WPGH-TV retained the rights to broadcast the Penguins for the 1970–71 season, with Bill Hamilton handing the play-by-play duties. The 1970–71 season was also the first season where the Penguins introduced a color commentator to the broadcast team, with John MacDonald taking the position in the booth.

Mike Lange, who joined the Penguins' broadcast team as a play-by-play announcer on the radio side in 1974–75 became the play-by-play broadcaster for the team at the start of the 1979–80 season. At his side was Terry Schiffauer, who had previously held the position of Penguins' director of public relations and eventually transitioned into color commentator for Sam Nover in 1972–73. Lange and Schiffauer remained a team in the Penguins' broadcast booth until 1984–85, when Schiffauer was replaced by Paul Steigerwald. Lange and Steigerwald remained a constant in the broadcast booth from 1985 until 1999. 
With Steigerwald's departure in 1999, Mike Lange shared the broadcast booth with former Penguins' defenseman Peter Taglianetti. Taglianetti remained in the position for one season before being replaced by Eddie Olczyk. Lange and Olczyk were broadcast partners from 2000 until 2003, when Olczyk left the booth to become the 18th head coach in Penguins' history following the firing of previous head coach Rick Kehoe after the 2002–03 season. With Olczyk's vacancy, the Penguins hired Bob Errey as their new color commentator for the start of the 2003–04 season. Lange and Errey remained in the booth until 2005–06. After 26 seasons in the television broadcast booth, FSN Pittsburgh did not retain Mike Lange. Instead, he was replaced by former broadcast partner Paul Steigerwald, who remained the team's TV play-by-play broadcaster until the 2016–17 season. Lange returned to the radio broadcast booth and holds the position of radio play-by-play announcer, the same position he held with the team in the mid-1970s. Following the 2016–17 season, Steigerwald moved back to the Penguins front office and NHL Network personality Steve Mears was hired as the new television play-by-play announcer starting with the 2017–18 season. Lange retired in the 2021 off-season, with Josh Getzoff being named as his replacement. Phil Bourque serves as the radio color commentator. Before the 2023–24 season, Getzoff moved to the television booth with Mears replacing him on the radio. The Penguins did not retain TV analyst Bob Errey, choosing to go with a rotation of analysts featuring former Penguins Colby Armstrong, Mike Rupp and Phil Bourque. In 2024, Joe Brand replaced Steve Mears on the radio booth after Mears was hired by the Blue Jackets.
Every Penguins game is carried on the AT&T SportsNet Pittsburgh network, which is carried by cable providers in most of two states and parts of four others. On October 2, 2023, the network will be purchased by the Penguins and rebranded to SportsNet Pittsburgh. In addition, Fox Sports Ohio simulcasts Penguins hockey in the Cleveland metro area, as well as some parts of Eastern Ohio and Northern Kentucky. Dish Network, Verizon FiOS, and Direct TV each carry the Penguins games on their AT&T SportsNet Pittsburgh channel in HD nationally. The Pittsburgh Penguins also receive monthly and sometimes weekly ""game of the week"" national exposure on American networks ESPN, ESPN+, ABC, and TNT, and Canadian networks Sportsnet and CBC. Previously, the Penguins received national TV exposure on Fox, NBC and NBCSN in the U.S., and TSN in Canada."
Team information -> Media -> In-game announcers,Ryan Mill has been the Penguins’ public address announcer since 2009 when he succeeded John Barbero. Jeff Jimerson has been the team's official anthem singer since 1991 and also served in the same capacity in the Jean-Claude Van Damme movie Sudden Death.
Team information -> Arenas,"The Penguins called Civic Arena home for over 45 seasons from their inception in 1967. In September 2010, they completed the move to the state-of-the-art Consol Energy Center (now named the PPG Paints Arena). The Penguins also played two ""home"" games in the Cleveland suburb of Richfield, Ohio, in 1992 and 1993 at the Richfield Coliseum (this is not unlike the Cleveland Cavaliers of the NBA playing an annual pre-season game in Pittsburgh; the Philadelphia 76ers used the Civic Arena as a second home in the early 1970s).

From 1995 to 2015, the IceoPlex at Southpointe in the South Hills suburbs served as the team's practice facility. Robert Morris University's 84 Lumber Arena has served as a secondary practice facility for the team. During the franchise's first pre-season training camp and pre-season exhibition games, the Brantford Civic Centre in Brantford, Ontario, served as its home, and by the 1970s and continuing through the 1980s, the team was using the suburban Rostraver Ice Garden for training.
In August 2015, the Penguins and the University of Pittsburgh Medical Center (UPMC) opened the UPMC Lemieux Sports Complex, combining a new team practice and training facility with a UPMC Sports Medicine treatment and research complex, in suburban Cranberry Township near the interchange between Interstate 79 and Pennsylvania Route 228. The twin rink facility replaced both the IceoPlex at Southpointe and the 84 Lumber Arena as the Penguins' regular practice facility, freeing up the Consol Energy Center for other events on days the Penguins are not scheduled to play.
As with most other NHL arenas, the Penguins make use of a goal horn whenever the team scores a goal at home. It is also played just before the beginning of a home game, and after a Penguins victory. Their current goal horn made by Nathan Manufacturing, Inc. and introduced in 2005 to coincide with Sidney Crosby joining the team, was used at both the Civic Arena and the Consol Energy Center."
Team information -> Minor league affiliates,"The Penguins have two minor league affiliates assigned to their team. The Wilkes-Barre/Scranton Penguins, their AHL affiliate, have played in Wilkes-Barre Township, Pennsylvania, since 1999. The Penguins also have a secondary affiliate in the ECHL, the Wheeling Nailers, which they have been associated with since the start of the 2000–01 season."
Season-by-season record,"This is a partial list of the last five seasons completed by the Penguins.
Note: GP = Games played, W = Wins, L = Losses, T = Ties, OTL = Overtime Losses, Pts = Points, GF = Goals for, GA = Goals against"
Players -> Current roster,"Updated October 16, 2024"
Players -> Honored members -> Retired numbers -> Notes,"A  Taken out of circulation following Briere's death (1971), but not officially retired until January 5, 2001.
B  Lemieux's number was restored when he resumed playing for the team on December 27, 2000, and once again retired on October 5, 2006.
The NHL retired Wayne Gretzky's No. 99 for all its member teams at the 2000 NHL All-Star Game."
Players -> Honored members -> Hockey Hall of Fame,"The Pittsburgh Penguins presently acknowledge an affiliation with a number of inductees to the Hockey Hall of Fame. Inductees affiliated with the Penguins include 15 former players and five builders of the sport. The four individuals recognized as builders by the Hockey Hall of Fame includes former head coaches, and general managers.
In addition to builders and players, broadcasters and sports journalists have also been recognized by the Hockey Hall of Fame. In 2001, radio play-by-play broadcaster Mike Lange, was awarded the Foster Hewitt Memorial Award from the Hall of Fame. In 2009, Dave Molinari, a sports journalist for the Pittsburgh Post-Gazette was awarded the Elmer Ferguson Memorial Award from the Hall of Fame.
Players

Builders

Scotty Bowman
Herb Brooks
Bob Johnson
Craig Patrick
Jim Rutherford"
Players -> Honored members -> Team captains,All the players who have served as team captain with the Penguins franchise
Players -> Franchise individual records,"These are the top-ten point-scorers in franchise history. Figures are updated after each completed NHL regular season.

 *  – current Penguins player"
Players -> Franchise goaltending leaders -> Franchise playoff scoring leaders,"These are the top-ten playoff point-scorers in franchise playoff history. Figures are updated after each completed NHL season.

 *  – current Penguins player
Note: Pos = Position; GP = Games played; G = Goals; A = Assists; Pts = Points; P/G = Points per game

Source:"
In the community,The Pittsburgh Penguins Foundation conducts numerous community activities to support both youth and families through hockey education and charity assistance.
